사건번호,품목,hs_code,규제국,후보국,분석시작월,sr_min,sr_best_lag,sr_risk
1,PET필름(1차재심),392062,인도,홍콩,2012.05,-0.5428571428571429,3,0.5428571428571429
2,크라프트지(1차재심),4804,미국,일본,2012.04,-0.5428571428571429,1,0.5428571428571429
2,크라프트지(1차재심),4804,중국,핀란드,2012.04,-0.5428571428571429,2,0.5428571428571429
2,크라프트지(1차재심),4804,캐나다,폴란드,2012.04,-0.5428571428571429,1,0.5428571428571429
2,크라프트지(1차재심),4804,캐나다,호주,2012.04,-0.5428571428571429,1,0.5428571428571429
5,염화콜린(2차재심),292310,중국,독일,2013.08,-0.5428571428571429,3,0.5428571428571429
6,스테인레스스틸바(2차재심),7222,일본,베트남,2013.11,-0.5428571428571429,0,0.5428571428571429
6,스테인레스스틸바(2차재심),7222,일본,프랑스,2013.11,-0.5428571428571429,2,0.5428571428571429
8,폴리에스테르 장섬유 연신가공사(2차재심),5402,대만,독일,2013.12,-0.5428571428571429,0,0.5428571428571429
8,폴리에스테르 장섬유 연신가공사(2차재심),5402,중국,스페인,2013.12,-0.5428571428571429,2,0.5428571428571429
9,OPP필름,392020,인도네시아,말레이시아,2013.12,-0.5428571428571429,0,0.5428571428571429
9,OPP필름,392020,인도네시아,필리핀,2013.12,-0.5428571428571429,2,0.5428571428571429
9,OPP필름,392020,중국,말레이시아,2013.12,-0.5428571428571429,0,0.5428571428571429
9,OPP필름,392020,태국,독일,2013.12,-0.5428571428571429,3,0.5428571428571429
9,OPP필름,392020,태국,말레이시아,2013.12,-0.5428571428571429,0,0.5428571428571429
10,합판(1차재심),4412,말레이시아,베트남,2014.09,-0.5428571428571429,2,0.5428571428571429
10,합판(1차재심),4412,말레이시아,칠레,2014.09,-0.5428571428571429,1,0.5428571428571429
10,합판(1차재심),4412,말레이시아,핀란드,2014.09,-0.5428571428571429,1,0.5428571428571429
12,플로트판유리(2차재심),7005,중국,홍콩,2015.01,-0.5428571428571429,2,0.5428571428571429
13,공기압 전송용 밸브,848120,일본,덴마크,2015.08,-0.5428571428571429,1,0.5428571428571429
13,공기압 전송용 밸브,848120,일본,핀란드,2015.08,-0.5428571428571429,1,0.5428571428571429
14,합판(신규공급자조사),4412,중국,태국,2014.02,-0.5428571428571429,2,0.5428571428571429
15,합판(신규공급자조사),4412,중국,태국,2014.02,-0.5428571428571429,2,0.5428571428571429
16,합판(신규공급자조사),4412,중국,태국,2014.02,-0.5428571428571429,2,0.5428571428571429
19,PET필름(2차재심),392062,인도,이탈리아,2016.01,-0.5428571428571429,0,0.5428571428571429
20,침엽수 합판,441232,중국,인도네시아,2016.03,-0.5428571428571429,2,0.5428571428571429
23,합판(1차재심),4412,중국,러시아 연방,2017.05,-0.5428571428571429,3,0.5428571428571429
23,합판(1차재심),4412,중국,스웨덴,2017.05,-0.5428571428571429,3,0.5428571428571429
23,합판(1차재심),4412,중국,일본,2017.05,-0.5428571428571429,1,0.5428571428571429
24,옵셋인쇄판,370130,중국,벨기에,2017.09,-0.5428571428571429,3,0.5428571428571429
26,PET필름,392062,대만,독일,2018.04,-0.5428571428571429,3,0.5428571428571429
28,플로트판유리(3차재심),7005,중국,일본,2018.08,-0.5428571428571429,2,0.5428571428571429
31,OPP필름(1차재심),392020,인도네시아,인도,2019.08,-0.5428571428571429,1,0.5428571428571429
31,OPP필름(1차재심),392020,중국,영국,2019.08,-0.5428571428571429,2,0.5428571428571429
31,OPP필름(1차재심),392020,태국,베트남,2019.08,-0.5428571428571429,3,0.5428571428571429
32,PET필름(3차재심),392062,인도,독일,2019.09,-0.5428571428571429,1,0.5428571428571429
32,PET필름(3차재심),392062,인도,일본,2019.09,-0.5428571428571429,2,0.5428571428571429
32,PET필름(3차재심),392062,중국,독일,2019.09,-0.5428571428571429,1,0.5428571428571429
32,PET필름(3차재심),392062,중국,태국,2019.09,-0.5428571428571429,3,0.5428571428571429
33,스테인리스 스틸바,7222,일본,중국,2020.05,-0.5428571428571429,3,0.5428571428571429
34,합판,4412,말레이시아,인도네시아,2020.11,-0.5428571428571429,2,0.5428571428571429
37,스테인리스스틸바,7222,인도,스위스,2021.01,-0.5428571428571429,1,0.5428571428571429
37,스테인리스스틸바,7222,인도,이탈리아,2021.01,-0.5428571428571429,2,0.5428571428571429
37,스테인리스스틸바,7222,인도,포루투갈,2021.01,-0.5428571428571429,3,0.5428571428571429
37,스테인리스스틸바,7222,일본,미국,2021.01,-0.5428571428571429,0,0.5428571428571429
38,인쇄제판용 평면모양 사진 플레이트(옵셋 인쇄판),370130,중국,독일,2021.05,-0.5428571428571429,1,0.5428571428571429
39,PET필름,392062,대만,벨기에,2021.12,-0.5428571428571429,0,0.5428571428571429
39,PET필름,392062,대만,싱가포르,2021.12,-0.5428571428571429,1,0.5428571428571429
39,PET필름,392062,태국,벨기에,2021.12,-0.5428571428571429,0,0.5428571428571429
39,PET필름,392062,태국,싱가포르,2021.12,-0.5428571428571429,1,0.5428571428571429
40,플로트판유리,7005,중국,말레이시아,2022.04,-0.5428571428571429,0,0.5428571428571429
40,플로트판유리,7005,중국,미국,2022.04,-0.5428571428571429,3,0.5428571428571429
41,"인쇄제판용 평면모양 사진 플레이트(옵셋 인쇄판, 더블레이어 제품)",370130,중국,대만,2022.11,-0.5428571428571429,3,0.5428571428571429
44,이음매없는동관,7411,중국,일본,2023.03,-0.5428571428571429,3,0.5428571428571429
48,도공(coated) 인쇄용지,4810,일본,말레이시아,2024.03,-0.5428571428571429,3,0.5428571428571429
48,도공(coated) 인쇄용지,4810,일본,베트남,2024.03,-0.5428571428571429,3,0.5428571428571429
48,도공(coated) 인쇄용지,4810,중국,미국,2024.03,-0.5428571428571429,2,0.5428571428571429
48,도공(coated) 인쇄용지,4810,중국,싱가포르,2024.03,-0.5428571428571429,1,0.5428571428571429
48,도공(coated) 인쇄용지,4810,핀란드,미국,2024.03,-0.5428571428571429,1,0.5428571428571429
52,합판,4412,베트남,라트비아,2024.07,-0.5428571428571429,3,0.5428571428571429
54,OPP필름,392020,중국,오스트리아,2025.04,-0.5428571428571429,1,0.5428571428571429
54,OPP필름,392020,중국,인도,2025.04,-0.5428571428571429,2,0.5428571428571429
56,석유수지,391110,중국,네덜란드,2025.08,-0.5428571428571429,2,0.5428571428571429
59,탄소강과 그밖의 합금강 열간압연 후판제품,7208,중국,베트남,2025.11,-0.5428571428571429,0,0.5428571428571429
2,크라프트지(1차재심),4804,캐나다,말레이시아,2012.04,-0.5408987230262506,0,0.5408987230262506
4,알루미늄 보틀캔,761290,일본,영국,2013.01,-0.5408987230262506,2,0.5408987230262506
6,스테인레스스틸바(2차재심),7222,인도,필리핀,2013.11,-0.5408987230262506,1,0.5408987230262506
9,OPP필름,392020,인도네시아,싱가포르,2013.12,-0.5408987230262506,2,0.5408987230262506
20,침엽수 합판,441232,중국,스페인,2016.03,-0.5408987230262506,3,0.5408987230262506
26,PET필름,392062,태국,이스라엘,2018.04,-0.5408987230262506,3,0.5408987230262506
27,아연도금철선,721720,중국,벨기에,2018.08,-0.5408987230262506,1,0.5408987230262506
28,플로트판유리(3차재심),7005,중국,라트비아,2018.08,-0.5408987230262506,2,0.5408987230262506
32,PET필름(3차재심),392062,인도,튀르키예,2019.09,-0.5408987230262506,3,0.5408987230262506
32,PET필름(3차재심),392062,중국,튀르키예,2019.09,-0.5408987230262506,3,0.5408987230262506
44,이음매없는동관,7411,베트남,폴란드,2023.03,-0.5408987230262506,1,0.5408987230262506
48,도공(coated) 인쇄용지,4810,일본,홍콩,2024.03,-0.5408987230262506,3,0.5408987230262506
50,합판,4412,중국,슬로바키아,2024.07,-0.5408987230262506,2,0.5408987230262506
50,합판,4412,중국,태국,2024.07,-0.5408987230262506,3,0.5408987230262506
51,합판,4412,말레이시아,태국,2024.07,-0.5408987230262506,3,0.5408987230262506
3,폴리에스터 장섬유 부분연신사(1차재심),540246,대만,인도네시아,2012.07,-0.5393598899705937,3,0.5393598899705937
5,염화콜린(2차재심),292310,미국,러시아 연방,2013.08,-0.5313689313240573,1,0.5313689313240573
6,스테인레스스틸바(2차재심),7222,스페인,말레이시아,2013.11,-0.5313689313240573,2,0.5313689313240573
6,스테인레스스틸바(2차재심),7222,스페인,벨기에,2013.11,-0.5313689313240573,3,0.5313689313240573
6,스테인레스스틸바(2차재심),7222,스페인,아일랜드,2013.11,-0.5313689313240573,2,0.5313689313240573
6,스테인레스스틸바(2차재심),7222,스페인,체코공화국,2013.11,-0.5313689313240573,1,0.5313689313240573
6,스테인레스스틸바(2차재심),7222,스페인,파키스탄,2013.11,-0.5313689313240573,0,0.5313689313240573
6,스테인레스스틸바(2차재심),7222,스페인,호주,2013.11,-0.5313689313240573,0,0.5313689313240573
6,스테인레스스틸바(2차재심),7222,스페인,홍콩,2013.11,-0.5313689313240573,3,0.5313689313240573
21,부틸글리콜에테르,290943,프랑스,영국,2016.12,-0.5313689313240573,1,0.5313689313240573
42,부틸글리콜에테르,290943,프랑스,사우디아라비아,2022.07,-0.5313689313240573,0,0.5313689313240573
46,수산화알루미늄,281830,호주,보스니아-헤르체고비나,2023.04,-0.5313689313240573,3,0.5313689313240573
46,수산화알루미늄,281830,호주,스페인,2023.04,-0.5313689313240573,1,0.5313689313240573
46,수산화알루미늄,281830,호주,튀르키예,2023.04,-0.5313689313240573,1,0.5313689313240573
46,수산화알루미늄,281830,호주,폴란드,2023.04,-0.5313689313240573,2,0.5313689313240573
46,수산화알루미늄,281830,호주,헝가리,2023.04,-0.5313689313240573,1,0.5313689313240573
10,합판(1차재심),4412,말레이시아,스페인,2014.09,-0.5296408977028497,3,0.5296408977028497
35,합판,4412,중국,싱가포르,2020.11,-0.5246313898711126,1,0.5246313898711126
1,PET필름(1차재심),392062,중국,말레이시아,2012.05,-0.5217939320872036,3,0.5217939320872036
2,크라프트지(1차재심),4804,캐나다,남아프리카공화국,2012.04,-0.5217939320872036,1,0.5217939320872036
11,두꺼운 PET필름,392062,일본,이스라엘,2014.12,-0.5217939320872036,2,0.5217939320872036
19,PET필름(2차재심),392062,인도,프랑스,2016.01,-0.5217939320872036,2,0.5217939320872036
26,PET필름,392062,대만,싱가포르,2018.04,-0.5217939320872036,0,0.5217939320872036
36,합판,4412,베트남,미국,2020.11,-0.5217939320872036,2,0.5217939320872036
46,수산화알루미늄,281830,호주,네덜란드,2023.04,-0.5217939320872036,1,0.5217939320872036
46,수산화알루미늄,281830,호주,인도,2023.04,-0.5217939320872036,1,0.5217939320872036
56,석유수지,391110,중국,태국,2025.08,-0.5217939320872036,3,0.5217939320872036
59,탄소강과 그밖의 합금강 열간압연 후판제품,7208,중국,멕시코,2025.11,-0.5217939320872036,0,0.5217939320872036
1,PET필름(1차재심),392062,인도,프랑스,2012.05,-0.5161002296110789,3,0.5161002296110789
2,크라프트지(1차재심),4804,미국,이탈리아,2012.04,-0.5161002296110789,3,0.5161002296110789
12,플로트판유리(2차재심),7005,중국,오스트리아,2015.01,-0.5161002296110789,2,0.5161002296110789
14,합판(신규공급자조사),4412,중국,벨기에,2014.02,-0.5161002296110789,1,0.5161002296110789
15,합판(신규공급자조사),4412,중국,벨기에,2014.02,-0.5161002296110789,1,0.5161002296110789
16,합판(신규공급자조사),4412,중국,벨기에,2014.02,-0.5161002296110789,1,0.5161002296110789
32,PET필름(3차재심),392062,인도,프랑스,2019.09,-0.5161002296110789,2,0.5161002296110789
32,PET필름(3차재심),392062,중국,싱가포르,2019.09,-0.5161002296110789,3,0.5161002296110789
32,PET필름(3차재심),392062,중국,프랑스,2019.09,-0.5161002296110789,2,0.5161002296110789
36,합판,4412,베트남,슬로바키아,2020.11,-0.5161002296110789,3,0.5161002296110789
37,스테인리스스틸바,7222,스페인,슬로바키아,2021.01,-0.5161002296110789,1,0.5161002296110789
37,스테인리스스틸바,7222,스페인,아일랜드,2021.01,-0.5161002296110789,0,0.5161002296110789
48,도공(coated) 인쇄용지,4810,핀란드,인도네시아,2024.03,-0.5161002296110789,2,0.5161002296110789
51,합판,4412,말레이시아,스페인,2024.07,-0.5161002296110789,2,0.5161002296110789
54,OPP필름,392020,중국,벨기에,2025.04,-0.5161002296110789,3,0.5161002296110789
54,OPP필름,392020,중국,스페인,2025.04,-0.5161002296110789,1,0.5161002296110789
2,크라프트지(1차재심),4804,인도네시아,스웨덴,2012.04,-0.50709255283711,0,0.50709255283711
6,스테인레스스틸바(2차재심),7222,인도,스위스,2013.11,-0.50709255283711,1,0.50709255283711
7,합판,4412,중국,벨기에,2013.11,-0.50709255283711,3,0.50709255283711
9,OPP필름,392020,중국,호주,2013.12,-0.50709255283711,2,0.50709255283711
13,공기압 전송용 밸브,848120,일본,룩셈부르그,2015.08,-0.50709255283711,2,0.50709255283711
13,공기압 전송용 밸브,848120,일본,슬로베니아,2015.08,-0.50709255283711,2,0.50709255283711
17,초산에틸(2차재심),291531,싱가포르,미국,2015.11,-0.50709255283711,3,0.50709255283711
17,초산에틸(2차재심),291531,중국,이탈리아,2015.11,-0.50709255283711,3,0.50709255283711
26,PET필름,392062,태국,룩셈부르그,2018.04,-0.50709255283711,0,0.50709255283711
32,PET필름(3차재심),392062,인도,호주,2019.09,-0.50709255283711,3,0.50709255283711
32,PET필름(3차재심),392062,중국,아랍에미리트 연합,2019.09,-0.50709255283711,1,0.50709255283711
33,스테인리스 스틸바,7222,일본,말레이시아,2020.05,-0.50709255283711,1,0.50709255283711
35,합판,4412,중국,태국,2020.11,-0.50709255283711,3,0.50709255283711
36,합판,4412,베트남,태국,2020.11,-0.50709255283711,1,0.50709255283711
37,스테인리스스틸바,7222,스페인,노르웨이,2021.01,-0.50709255283711,2,0.50709255283711
37,스테인리스스틸바,7222,스페인,덴마크,2021.01,-0.50709255283711,1,0.50709255283711
37,스테인리스스틸바,7222,일본,싱가포르,2021.01,-0.50709255283711,2,0.50709255283711
38,인쇄제판용 평면모양 사진 플레이트(옵셋 인쇄판),370130,중국,영국,2021.05,-0.50709255283711,2,0.50709255283711
48,도공(coated) 인쇄용지,4810,일본,벨기에,2024.03,-0.50709255283711,0,0.50709255283711
48,도공(coated) 인쇄용지,4810,일본,캐나다,2024.03,-0.50709255283711,2,0.50709255283711
48,도공(coated) 인쇄용지,4810,핀란드,홍콩,2024.03,-0.50709255283711,2,0.50709255283711
50,합판,4412,중국,프랑스,2024.07,-0.50709255283711,2,0.50709255283711
54,OPP필름,392020,중국,캄보디아,2025.04,-0.50709255283711,0,0.50709255283711
